0	3.7814636230	-26.9574007650	6.0772574903
1	1.9621276855	10.2114371236	9.9865004544
2	2.4048156738	7.2472007076	10.0695501316
3	3.4312438965	-11.7668479750	9.4313903845
4	2.2710876465	8.2736880650	10.0577806371
5	2.2533874512	8.3996579752	10.0555544476
6	3.9412231445	-14.6316704007	1.5300799555
7	0.0717163086	-5.0025837116	-3.7673907843
8	2.5556335449	5.8992314866	10.0731535364
9	2.3232727051	7.8894694184	10.0633940308
10	3.6035766602	-19.6362575964	8.5380112800
11	3.4115600586	-10.9984682467	9.4904363873
12	0.7251892090	27.4259892194	27.8379780962
13	2.1777954102	8.9147897456	10.0440058125
14	0.2037048340	-38.6274728165	-29.8883578816
15	3.5773620605	-18.3286203264	8.7338990760
16	3.3025817871	-7.2248235703	9.7299038551
17	1.9675598145	10.1814943184	9.9885485186
18	3.1052856445	-2.0865552415	9.9439373671
19	2.9127502441	1.4759635038	10.0300180465
20	0.0128479004	-0.6999386965	-0.5216069824
21	2.9136962891	1.4610187582	10.0297528868
22	0.5559997559	30.2817134300	26.4811408576
23	0.9665222168	7.4904112534	-5.1605788416
24	3.6779479980	-23.3366339450	7.7937745122
25	3.3584899902	-9.0627958744	9.6231418123
26	1.1443176270	12.7769177623	6.9052350313
27	0.6059265137	28.4373315071	25.6566707782
28	3.2360229492	-5.2775609435	9.8247291718
29	1.9412536621	10.3253311522	9.9782564992
30	3.3818054199	-9.8892834025	9.5691688360
