0	0.4154663086	13.9964687897	5.7253121565
1	0.0859375000	3.6730233636	4.2374862502
2	0.7999267578	7.9705096610	3.0408145911
3	0.2089233398	5.3709230025	5.1595027880
4	0.5059509277	15.3235483935	4.1980334579
5	0.6504211426	10.7577941869	3.0963252023
6	0.5230712891	14.8767881468	3.9390944491
7	0.5164489746	15.0647914271	4.0345847279
8	0.6069946289	12.0214317928	3.2212403274
9	0.8239746094	7.6410232395	3.0417630406
10	0.8529052734	7.2462341823	3.0377838559
11	0.9112548828	6.3137470874	2.9888233658
12	0.6380310059	11.0917973841	3.1218515222
13	0.1703186035	4.7884503540	4.8974509465
14	0.4644775391	15.6174879207	4.9428731464
15	0.8830871582	6.8049141646	3.0224205392
16	0.7338867188	8.9827354866	3.0363088308
17	0.4422302246	15.1416826178	5.3406782780
18	0.9846801758	3.0015422643	2.5166260459
19	0.7378540039	8.9148228478	3.0361142699
20	0.6238098145	11.5013064691	3.1602607331
21	0.9917602539	1.9674002744	2.3413951670
22	0.6835632324	9.9624873452	3.0548453489
23	0.8200378418	7.6944461873	3.0417995910
24	0.6352844238	11.1686952836	3.1284527146
25	0.8053894043	7.8947843683	3.0412387819
26	0.7907714844	8.0992023652	3.0399358342
27	0.3605957031	10.7467099942	6.0180478706
28	0.3229370117	8.7377437751	5.9078664452
29	0.1641235352	4.7059420597	4.8550612790
30	0.4369201660	14.9596888802	5.4273879440
31	0.9494018555	5.3054500889	2.8747522055
32	0.7225646973	9.1831899658	3.0375993870
33	0.9287109375	5.9277345358	2.9511038051
34	0.2201232910	5.5714845771	5.2360419824
35	0.6330566406	11.2318375374	3.1340811111
36	0.2298583984	5.7613716898	5.3029777264
37	0.4496765137	15.3535734665	5.2125969687
38	0.3972167969	12.9691763501	5.8984775841
39	0.6374511719	11.1079442970	3.1232147133
40	0.1044616699	3.9436155154	4.4091245273
41	0.1026916504	3.9193196284	4.3938222231
42	0.7003173828	9.6092652190	3.0444165771
43	0.7154541016	9.3144795422	3.0390772594
44	0.5987548828	12.2897880948	3.2585065574
45	0.4485168457	15.3239930803	5.2329758737
46	0.7781066895	8.2818830512	3.0385512793
47	0.1195373535	4.1420499100	4.5325483746
48	0.7118835449	9.3820828436	3.0400477676
49	0.0182800293	1.6719905583	2.9971733749
50	0.2623596191	6.5278627140	5.5281047353
51	0.1995544434	5.2158474793	5.0958091322
52	0.5685424805	13.3326030997	3.4478536882
53	0.7236328125	9.1638394138	3.0374253900
54	0.4592285156	15.5481069738	5.0401156992
55	0.6252136230	11.4596311431	3.1559791105
56	0.4230041504	14.3721663069	5.6313427963
57	0.8918457031	6.6638748999	3.0145702731
58	0.6658020020	10.3716574412	3.0729225576
59	0.2338562012	5.8440382133	5.3305711399
60	0.2879333496	7.3159863202	5.7015430660
61	0.9259948730	5.9940025276	2.9581945658
62	0.1113281250	4.0356420684	4.4667545959
63	0.5030822754	15.3842736740	4.2451050675
64	0.1883239746	5.0428141103	5.0196956110
65	0.5901184082	12.5796187641	3.3036065111
66	0.5237121582	14.8577447088	3.9301784504
67	0.6484375000	10.8098633958	3.0999746156
68	0.0404357910	2.6654236102	3.6029293296
69	0.9193725586	6.1451667014	2.9734496526
70	0.3210144043	8.6482789917	5.8982868755
71	0.3460083008	9.9144756931	5.9962188118
72	0.1556091309	4.5955516155	4.7962611825
73	0.7551879883	8.6307720881	3.0364272566
74	0.4277038574	14.5872321237	5.5666219325
75	0.0801086426	3.5780959635	4.1769820412
76	0.3692626953	11.2651131463	6.0145206330
77	0.9054565430	6.4250802741	2.9979501486
78	0.7160949707	9.3024665003	3.0389199812
79	0.1159057617	4.0953749827	4.5038171913
80	0.7947998047	8.0422740120	3.0403432264
81	0.9295959473	5.9055414032	2.9486771930
82	0.0728454590	3.4505753038	4.0957680410
83	0.0971984863	3.8421096017	4.3450073137
84	0.2024536133	5.2627088566	5.1154924777
85	0.5488281250	14.0312955752	3.6265488108
86	0.0902404785	3.7396107368	4.2798939026
87	0.2688903809	6.7115640805	5.5731159078
88	0.0232238770	1.9534575291	3.1673010110
89	0.6812133789	10.0144862946	3.0567755419
90	0.3827514648	12.0904442996	5.9799563534
91	0.3247680664	8.8242054877	5.9167259878
92	0.9777526855	3.7128584100	2.6338933464
93	0.1019592285	3.9091881423	4.3874319955
94	0.5282287598	14.7198120072	3.8689905873
